week_from,week_until,calendar_week,plz,population,ncumul_firstvacc,ncumul_secondvacc
2021-03-29,2021-04-04,13,8426,2414,110,80
2021-03-29,2021-04-04,13,8427,4787,388,231
2021-03-29,2021-04-04,13,8428,456,44,34
2021-03-29,2021-04-04,13,8442,3141,228,151
2021-03-29,2021-04-04,13,8444,2231,182,112
2021-03-29,2021-04-04,13,8447,1931,158,122
2021-03-29,2021-04-04,13,8450,2227,191,124
2021-03-29,2021-04-04,13,8451,1417,122,102
2021-03-29,2021-04-04,13,8452,699,39,17
2021-03-29,2021-04-04,13,8453,282,16,12
2021-03-29,2021-04-04,13,8457,485,54,41
2021-03-29,2021-04-04,13,8458,657,34,24
2021-03-29,2021-04-04,13,8459,376,14,9
2021-03-29,2021-04-04,13,8460,1831,174,142
2021-03-29,2021-04-04,13,8461,376,40,32
2021-03-29,2021-04-04,13,8462,1309,243,162
2021-03-29,2021-04-04,13,8463,850,56,41
2021-03-29,2021-04-04,13,8464,86,3,2
2021-03-29,2021-04-04,13,8465,389,33,29
2021-03-29,2021-04-04,13,8466,674,47,36
2021-03-29,2021-04-04,13,8467,458,33,23
2021-03-29,2021-04-04,13,8468,649,69,39
2021-03-29,2021-04-04,13,8471,1034,87,62
2021-03-29,2021-04-04,13,8472,7417,855,653
2021-03-29,2021-04-04,13,8474,1680,163,117
2021-03-29,2021-04-04,13,8475,1661,165,102
2021-03-29,2021-04-04,13,8476,1007,119,77
2021-03-29,2021-04-04,13,8477,1122,187,145
2021-03-29,2021-04-04,13,8478,936,49,29
2021-03-29,2021-04-04,13,8479,697,33,26
2021-03-29,2021-04-04,13,8482,1719,58,19
2021-03-29,2021-04-04,13,8483,2967,208,116
2021-03-29,2021-04-04,13,8484,3329,282,106
2021-03-29,2021-04-04,13,8486,1899,177,135
2021-03-29,2021-04-04,13,8487,1514,198,161
2021-03-29,2021-04-04,13,8488,4549,442,356
2021-03-29,2021-04-04,13,8489,980,55,34
2021-03-29,2021-04-04,13,8492,2077,162,133
2021-03-29,2021-04-04,13,8493,1628,102,64
2021-03-29,2021-04-04,13,8494,2895,359,251
2021-03-29,2021-04-04,13,8495,149,11,11
2021-03-29,2021-04-04,13,8496,931,44,21
2021-03-29,2021-04-04,13,8497,790,76,48
2021-03-29,2021-04-04,13,8498,940,41,25
2021-03-29,2021-04-04,13,8499,376,22,7
2021-03-29,2021-04-04,13,8523,1084,43,30
2021-03-29,2021-04-04,13,8542,5007,500,341
2021-03-29,2021-04-04,13,8543,1096,51,31
2021-03-29,2021-04-04,13,8544,406,19,15
2021-03-29,2021-04-04,13,8545,2740,207,123
2021-03-29,2021-04-04,13,8548,900,71,24
2021-03-29,2021-04-04,13,8600,27178,2076,1229
2021-03-29,2021-04-04,13,8602,2681,258,176
2021-03-29,2021-04-04,13,8603,5170,454,264
2021-03-29,2021-04-04,13,8604,16897,1308,708
2021-03-29,2021-04-04,13,8605,1731,133,67
2021-03-29,2021-04-04,13,8606,8166,879,392
2021-03-29,2021-04-04,13,8607,1458,121,71
2021-03-29,2021-04-04,13,8608,3783,423,299
2021-03-29,2021-04-04,13,8610,29607,3295,2099
2021-03-29,2021-04-04,13,8614,1632,138,81
2021-03-29,2021-04-04,13,8615,1371,111,54
2021-03-29,2021-04-04,13,8616,790,64,27
2021-03-29,2021-04-04,13,8617,3850,424,133
2021-03-29,2021-04-04,13,8618,4825,370,253
2021-03-29,2021-04-04,13,8620,16684,1834,1053
2021-03-29,2021-04-04,13,8623,8249,608,342
2021-03-29,2021-04-04,13,8624,2407,188,85
2021-03-29,2021-04-04,13,8625,5270,459,232
2021-03-29,2021-04-04,13,8626,1307,100,47
2021-03-29,2021-04-04,13,8627,3621,670,473
2021-03-29,2021-04-04,13,8630,12207,1039,566
2021-03-29,2021-04-04,13,8632,3905,389,282
2021-03-29,2021-04-04,13,8633,3532,319,165
2021-03-29,2021-04-04,13,8634,8260,731,448
2021-03-29,2021-04-04,13,8635,3657,264,141
2021-03-29,2021-04-04,13,8636,8096,792,575
2021-03-29,2021-04-04,13,8637,1979,123,68
2021-03-29,2021-04-04,13,8700,13733,2095,1118
2021-03-29,2021-04-04,13,8702,7857,1380,709
2021-03-29,2021-04-04,13,8703,5593,774,492
2021-03-29,2021-04-04,13,8704,6426,915,605
2021-03-29,2021-04-04,13,8706,14245,1742,991
2021-03-29,2021-04-04,13,8707,6186,961,631
2021-03-29,2021-04-04,13,8708,11322,1664,1120
2021-03-29,2021-04-04,13,8712,11491,1274,716
2021-03-29,2021-04-04,13,8713,3177,294,168
2021-03-29,2021-04-04,13,8714,475,50,32
2021-03-29,2021-04-04,13,8800,15512,1445,825
2021-03-29,2021-04-04,13,8802,8931,973,644
2021-03-29,2021-04-04,13,8803,6109,701,449
2021-03-29,2021-04-04,13,8804,6073,502,326
2021-03-29,2021-04-04,13,8805,10485,1005,552
2021-03-29,2021-04-04,13,8810,20446,1787,986
2021-03-29,2021-04-04,13,8815,346,30,17
2021-03-29,2021-04-04,13,8816,2138,152,118
2021-03-29,2021-04-04,13,8820,15751,1416,869
2021-03-29,2021-04-04,13,8824,1821,139,94
2021-03-29,2021-04-04,13,8825,885,43,31
2021-03-29,2021-04-04,13,8833,3120,207,100
2021-03-29,2021-04-04,13,8902,10020,862,520
2021-03-29,2021-04-04,13,8903,6722,593,408
2021-03-29,2021-04-04,13,8904,1667,136,93
2021-03-29,2021-04-04,13,8906,5555,418,330
2021-03-29,2021-04-04,13,8907,5200,519,335
2021-03-29,2021-04-04,13,8908,3769,233,145
2021-03-29,2021-04-04,13,8909,1322,55,33
2021-03-29,2021-04-04,13,8910,10967,891,630
2021-03-29,2021-04-04,13,8911,1123,65,38
2021-03-29,2021-04-04,13,8912,5689,292,155
2021-03-29,2021-04-04,13,8913,2580,175,64
2021-03-29,2021-04-04,13,8914,1976,206,163
2021-03-29,2021-04-04,13,8915,2752,226,171
2021-03-29,2021-04-04,13,8925,960,83,50
2021-03-29,2021-04-04,13,8926,1221,49,35
2021-03-29,2021-04-04,13,8932,5189,271,176
2021-03-29,2021-04-04,13,8933,645,18,14
2021-03-29,2021-04-04,13,8934,2377,58,41
2021-03-29,2021-04-04,13,8942,4926,506,214
2021-03-29,2021-04-04,13,8951,3068,129,73
2021-03-29,2021-04-04,13,8952,18758,1443,895
2021-03-29,2021-04-04,13,8953,27635,1776,1036
2021-03-29,2021-04-04,13,8954,3970,340,173
2021-03-29,2021-04-04,13,8955,2505,192,84
2021-03-29,2021-04-04,13,andere Kantone,NA,1432,803
2021-03-29,2021-04-04,13,Nachbarkantone,NA,6886,4039
2021-03-29,2021-04-04,13,unbekannt,NA,1412,840
2021-03-29,2021-04-04,13,ZH aber ausserkantonal geimpft,NA,5082,3095
2021-04-05,2021-04-11,14,8001,5473,941,658
2021-04-05,2021-04-11,14,8002,9620,1166,803
2021-04-05,2021-04-11,14,8003,20655,1604,944
2021-04-05,2021-04-11,14,8004,27183,2131,1360
2021-04-05,2021-04-11,14,8005,15505,1175,737
2021-04-05,2021-04-11,14,8006,18387,2336,1410
2021-04-05,2021-04-11,14,8008,16571,2448,1703
2021-04-05,2021-04-11,14,8032,18170,2672,1814
2021-04-05,2021-04-11,14,8037,16044,1740,1199
2021-04-05,2021-04-11,14,8038,17299,2054,1412
2021-04-05,2021-04-11,14,8041,7620,784,580
2021-04-05,2021-04-11,14,8044,10947,1849,1110
2021-04-05,2021-04-11,14,8045,11222,1161,778
2021-04-05,2021-04-11,14,8046,25704,2357,1169
2021-04-05,2021-04-11,14,8047,20783,2288,1394
2021-04-05,2021-04-11,14,8048,29694,2986,1857
2021-04-05,2021-04-11,14,8049,23561,3141,1919
2021-04-05,2021-04-11,14,8050,28957,2697,1414
2021-04-05,2021-04-11,14,8051,23000,2359,1530
2021-04-05,2021-04-11,14,8052,20277,1875,988
2021-04-05,2021-04-11,14,8053,11001,1983,1267
2021-04-05,2021-04-11,14,8055,20196,2348,1550
2021-04-05,2021-04-11,14,8057,21221,2252,1136
2021-04-05,2021-04-11,14,8064,3784,374,235
2021-04-05,2021-04-11,14,8102,6717,831,436
2021-04-05,2021-04-11,14,8103,3895,473,232
2021-04-05,2021-04-11,14,8104,2675,382,202
2021-04-05,2021-04-11,14,8105,13633,1360,608
2021-04-05,2021-04-11,14,8106,4807,287,137
2021-04-05,2021-04-11,14,8107,6583,484,310
2021-04-05,2021-04-11,14,8108,4174,343,225
2021-04-05,2021-04-11,14,8112,2957,193,111
2021-04-05,2021-04-11,14,8113,1435,88,60
2021-04-05,2021-04-11,14,8114,1865,132,80
2021-04-05,2021-04-11,14,8115,953,74,41
2021-04-05,2021-04-11,14,8117,4564,535,397
2021-04-05,2021-04-11,14,8118,2083,250,163
2021-04-05,2021-04-11,14,8121,1999,271,189
2021-04-05,2021-04-11,14,8122,2231,248,136
2021-04-05,2021-04-11,14,8123,2771,452,225
2021-04-05,2021-04-11,14,8124,2130,271,115
2021-04-05,2021-04-11,14,8125,5209,1008,736
2021-04-05,2021-04-11,14,8126,5475,874,596
2021-04-05,2021-04-11,14,8127,4094,701,411
2021-04-05,2021-04-11,14,8132,6883,840,551
2021-04-05,2021-04-11,14,8133,1915,288,188
2021-04-05,2021-04-11,14,8134,18919,1766,1014
2021-04-05,2021-04-11,14,8135,7781,1005,546
2021-04-05,2021-04-11,14,8136,2593,288,175
2021-04-05,2021-04-11,14,8142,4661,699,409
2021-04-05,2021-04-11,14,8143,3768,429,322
2021-04-05,2021-04-11,14,8152,21091,1418,717
2021-04-05,2021-04-11,14,8153,8204,855,599
2021-04-05,2021-04-11,14,8154,7205,439,211
2021-04-05,2021-04-11,14,8155,7163,538,333
2021-04-05,2021-04-11,14,8156,2152,189,93
2021-04-05,2021-04-11,14,8157,5942,730,509
2021-04-05,2021-04-11,14,8158,467,57,40
2021-04-05,2021-04-11,14,8162,3608,269,179
2021-04-05,2021-04-11,14,8164,601,57,44
2021-04-05,2021-04-11,14,8165,3909,358,180
2021-04-05,2021-04-11,14,8166,3076,239,91
2021-04-05,2021-04-11,14,8172,4997,326,216
2021-04-05,2021-04-11,14,8173,3153,285,157
2021-04-05,2021-04-11,14,8174,1535,157,96
2021-04-05,2021-04-11,14,8175,755,73,36
2021-04-05,2021-04-11,14,8180,21389,2028,1147
2021-04-05,2021-04-11,14,8181,2875,148,76
2021-04-05,2021-04-11,14,8182,1979,203,104
2021-04-05,2021-04-11,14,8184,4154,346,229
2021-04-05,2021-04-11,14,8185,4536,447,282
2021-04-05,2021-04-11,14,8187,1932,121,61
2021-04-05,2021-04-11,14,8192,5207,480,242
2021-04-05,2021-04-11,14,8193,5359,517,292
2021-04-05,2021-04-11,14,8194,1051,116,53
2021-04-05,2021-04-11,14,8195,560,43,26
2021-04-05,2021-04-11,14,8196,1468,115,48
2021-04-05,2021-04-11,14,8197,4659,418,197
2021-04-05,2021-04-11,14,8245,2530,315,193
2021-04-05,2021-04-11,14,8246,1088,79,31
2021-04-05,2021-04-11,14,8247,1470,72,42
2021-04-05,2021-04-11,14,8248,1575,148,94
2021-04-05,2021-04-11,14,8302,20144,1822,816
2021-04-05,2021-04-11,14,8303,11826,1268,713
2021-04-05,2021-04-11,14,8304,16830,1661,840
2021-04-05,2021-04-11,14,8305,7849,1068,785
2021-04-05,2021-04-11,14,8306,5311,350,209
2021-04-05,2021-04-11,14,8307,12268,1290,692
2021-04-05,2021-04-11,14,8308,4589,421,184
2021-04-05,2021-04-11,14,8309,5611,659,328
2021-04-05,2021-04-11,14,8310,1509,118,59
2021-04-05,2021-04-11,14,8311,2061,230,142
2021-04-05,2021-04-11,14,8312,954,103,50
2021-04-05,2021-04-11,14,8314,349,40,12
2021-04-05,2021-04-11,14,8315,817,86,43
2021-04-05,2021-04-11,14,8317,2337,220,84
2021-04-05,2021-04-11,14,8320,6443,536,331
2021-04-05,2021-04-11,14,8322,994,103,64
2021-04-05,2021-04-11,14,8330,11524,1455,885
2021-04-05,2021-04-11,14,8331,610,63,36
2021-04-05,2021-04-11,14,8332,3384,659,490
2021-04-05,2021-04-11,14,8335,3640,235,164
2021-04-05,2021-04-11,14,8340,10306,1029,492
2021-04-05,2021-04-11,14,8342,933,112,54
2021-04-05,2021-04-11,14,8344,3778,326,186
2021-04-05,2021-04-11,14,8345,1131,100,60
2021-04-05,2021-04-11,14,8352,3713,365,271
2021-04-05,2021-04-11,14,8353,4374,458,213
2021-04-05,2021-04-11,14,8354,500,14,9
2021-04-05,2021-04-11,14,8400,39632,5025,2967
2021-04-05,2021-04-11,14,8403,321,121,114
2021-04-05,2021-04-11,14,8404,20278,1893,1101
2021-04-05,2021-04-11,14,8405,18152,2337,1291
2021-04-05,2021-04-11,14,8406,13621,1098,568
2021-04-05,2021-04-11,14,8408,16314,1731,1033
2021-04-05,2021-04-11,14,8409,3194,312,163
2021-04-05,2021-04-11,14,8412,983,84,51
2021-04-05,2021-04-11,14,8413,4712,448,274
2021-04-05,2021-04-11,14,8414,977,69,42
2021-04-05,2021-04-11,14,8415,577,61,36
2021-04-05,2021-04-11,14,8416,1423,136,101
2021-04-05,2021-04-11,14,8418,772,49,30
2021-04-05,2021-04-11,14,8421,777,63,28
2021-04-05,2021-04-11,14,8422,3877,356,248
2021-04-05,2021-04-11,14,8424,9396,980,614
2021-04-05,2021-04-11,14,8425,1091,104,62
2021-04-05,2021-04-11,14,8426,2414,136,85
2021-04-05,2021-04-11,14,8427,4787,409,247
2021-04-05,2021-04-11,14,8428,456,46,37
2021-04-05,2021-04-11,14,8442,3141,280,174
2021-04-05,2021-04-11,14,8444,2231,221,134
2021-04-05,2021-04-11,14,8447,1931,170,128
2021-04-05,2021-04-11,14,8450,2227,236,142
2021-04-05,2021-04-11,14,8451,1417,135,112
2021-04-05,2021-04-11,14,8452,699,45,21
2021-04-05,2021-04-11,14,8453,282,21,13
2021-04-05,2021-04-11,14,8457,485,67,47
2021-04-05,2021-04-11,14,8458,657,44,26
2021-04-05,2021-04-11,14,8459,376,14,10
2021-04-05,2021-04-11,14,8460,1831,188,150
2021-04-05,2021-04-11,14,8461,376,43,33
2021-04-05,2021-04-11,14,8462,1309,248,195
2021-04-05,2021-04-11,14,8463,850,59,46
2021-04-05,2021-04-11,14,8464,86,3,2
2021-04-05,2021-04-11,14,8465,389,33,29
2021-04-05,2021-04-11,14,8466,674,59,39
2021-04-05,2021-04-11,14,8467,458,38,26
2021-04-05,2021-04-11,14,8468,649,72,41
2021-04-05,2021-04-11,14,8471,1034,94,69
2021-04-05,2021-04-11,14,8472,7417,1024,726
2021-04-05,2021-04-11,14,8474,1680,180,130
2021-04-05,2021-04-11,14,8475,1661,178,114
2021-04-05,2021-04-11,14,8476,1007,127,79
2021-04-05,2021-04-11,14,8477,1122,200,147
2021-04-05,2021-04-11,14,8478,936,60,36
2021-04-05,2021-04-11,14,8479,697,39,28
2021-04-05,2021-04-11,14,8482,1719,70,34
2021-04-05,2021-04-11,14,8483,2967,249,139
2021-04-05,2021-04-11,14,8484,3329,323,126
2021-04-05,2021-04-11,14,8486,1899,198,141
2021-04-05,2021-04-11,14,8487,1514,212,167
2021-04-05,2021-04-11,14,8488,4549,461,377
2021-04-05,2021-04-11,14,8489,980,60,41
2021-04-05,2021-04-11,14,8492,2077,167,142
2021-04-05,2021-04-11,14,8493,1628,109,70
2021-04-05,2021-04-11,14,8494,2895,372,266
2021-04-05,2021-04-11,14,8495,149,11,11
2021-04-05,2021-04-11,14,8496,931,50,24
2021-04-05,2021-04-11,14,8497,790,78,51
2021-04-05,2021-04-11,14,8498,940,47,29
2021-04-05,2021-04-11,14,8499,376,25,8
2021-04-05,2021-04-11,14,8523,1084,50,33
2021-04-05,2021-04-11,14,8542,5007,609,377
2021-04-05,2021-04-11,14,8543,1096,59,40
2021-04-05,2021-04-11,14,8544,406,22,16
2021-04-05,2021-04-11,14,8545,2740,237,152
2021-04-05,2021-04-11,14,8548,900,76,58
2021-04-05,2021-04-11,14,8600,27178,2518,1402
2021-04-05,2021-04-11,14,8602,2681,291,192
2021-04-05,2021-04-11,14,8603,5170,518,303
2021-04-05,2021-04-11,14,8604,16897,1467,829
2021-04-05,2021-04-11,14,8605,1731,151,75
2021-04-05,2021-04-11,14,8606,8166,1039,468
2021-04-05,2021-04-11,14,8607,1458,136,88
2021-04-05,2021-04-11,14,8608,3783,439,344
2021-04-05,2021-04-11,14,8610,29607,3781,2400
2021-04-05,2021-04-11,14,8614,1632,164,91
2021-04-05,2021-04-11,14,8615,1371,138,67
2021-04-05,2021-04-11,14,8616,790,70,35
2021-04-05,2021-04-11,14,8617,3850,488,183
2021-04-05,2021-04-11,14,8618,4825,397,295
2021-04-05,2021-04-11,14,8620,16684,1955,1264
2021-04-05,2021-04-11,14,8623,8249,667,419
2021-04-05,2021-04-11,14,8624,2407,223,114
2021-04-05,2021-04-11,14,8625,5270,579,278
2021-04-05,2021-04-11,14,8626,1307,116,64
2021-04-05,2021-04-11,14,8627,3621,693,506
2021-04-05,2021-04-11,14,8630,12207,1180,627
2021-04-05,2021-04-11,14,8632,3905,407,303
2021-04-05,2021-04-11,14,8633,3532,339,203
2021-04-05,2021-04-11,14,8634,8260,820,524
2021-04-05,2021-04-11,14,8635,3657,276,161
2021-04-05,2021-04-11,14,8636,8096,835,639
2021-04-05,2021-04-11,14,8637,1979,129,83
2021-04-05,2021-04-11,14,8700,13733,2265,1366
2021-04-05,2021-04-11,14,8702,7857,1536,816
2021-04-05,2021-04-11,14,8703,5593,856,555
2021-04-05,2021-04-11,14,8704,6426,983,693
2021-04-05,2021-04-11,14,8706,14245,1968,1207
2021-04-05,2021-04-11,14,8707,6186,1028,757
2021-04-05,2021-04-11,14,8708,11322,1780,1294
2021-04-05,2021-04-11,14,8712,11491,1527,960
2021-04-05,2021-04-11,14,8713,3177,399,222
2021-04-05,2021-04-11,14,8714,475,59,40
2021-04-05,2021-04-11,14,8800,15512,1739,935
2021-04-05,2021-04-11,14,8802,8931,1069,710
2021-04-05,2021-04-11,14,8803,6109,808,483
2021-04-05,2021-04-11,14,8804,6073,555,372
2021-04-05,2021-04-11,14,8805,10485,1079,652
2021-04-05,2021-04-11,14,8810,20446,2050,1225
2021-04-05,2021-04-11,14,8815,346,33,20
2021-04-05,2021-04-11,14,8816,2138,166,128
2021-04-05,2021-04-11,14,8820,15751,1531,994
2021-04-05,2021-04-11,14,8824,1821,153,102
2021-04-05,2021-04-11,14,8825,885,45,35
2021-04-05,2021-04-11,14,8833,3120,222,120
2021-04-05,2021-04-11,14,8902,10020,1187,592
2021-04-05,2021-04-11,14,8903,6722,721,448
2021-04-05,2021-04-11,14,8904,1667,166,109
2021-04-05,2021-04-11,14,8906,5555,471,356
2021-04-05,2021-04-11,14,8907,5200,578,379
2021-04-05,2021-04-11,14,8908,3769,298,182
2021-04-05,2021-04-11,14,8909,1322,63,42
2021-04-05,2021-04-11,14,8910,10967,1073,757
2021-04-05,2021-04-11,14,8911,1123,76,49
2021-04-05,2021-04-11,14,8912,5689,389,209
2021-04-05,2021-04-11,14,8913,2580,225,87
2021-04-05,2021-04-11,14,8914,1976,224,177
2021-04-05,2021-04-11,14,8915,2752,256,191
2021-04-05,2021-04-11,14,8925,960,91,56
2021-04-05,2021-04-11,14,8926,1221,55,45
2021-04-05,2021-04-11,14,8932,5189,334,210
2021-04-05,2021-04-11,14,8933,645,26,17
2021-04-05,2021-04-11,14,8934,2377,102,51
2021-04-05,2021-04-11,14,8942,4926,682,250
2021-04-05,2021-04-11,14,8951,3068,171,83
2021-04-05,2021-04-11,14,8952,18758,1767,1032
2021-04-05,2021-04-11,14,8953,27635,2410,1182
2021-04-05,2021-04-11,14,8954,3970,405,202
2021-04-05,2021-04-11,14,8955,2505,247,107
2021-04-05,2021-04-11,14,andere Kantone,NA,1516,976
2021-04-05,2021-04-11,14,Nachbarkantone,NA,7233,5054
2021-04-05,2021-04-11,14,unbekannt,NA,1541,1033
2021-04-05,2021-04-11,14,ZH aber ausserkantonal geimpft,NA,5565,3534
2021-04-12,2021-04-18,15,8001,5473,1164,700
2021-04-12,2021-04-18,15,8002,9620,1497,889
2021-04-12,2021-04-18,15,8003,20655,2052,1084
2021-04-12,2021-04-18,15,8004,27183,2627,1492
2021-04-12,2021-04-18,15,8005,15505,1541,833
2021-04-12,2021-04-18,15,8006,18387,2937,1616
2021-04-12,2021-04-18,15,8008,16571,3097,1876
2021-04-12,2021-04-18,15,8032,18170,3392,2025
2021-04-12,2021-04-18,15,8037,16044,2162,1305
2021-04-12,2021-04-18,15,8038,17299,2649,1547
2021-04-12,2021-04-18,15,8041,7620,968,610
2021-04-12,2021-04-18,15,8044,10947,2321,1276
2021-04-12,2021-04-18,15,8045,11222,1481,845
2021-04-12,2021-04-18,15,8046,25704,3121,1341
2021-04-12,2021-04-18,15,8047,20783,2887,1547
2021-04-12,2021-04-18,15,8048,29694,3824,2014
2021-04-12,2021-04-18,15,8049,23561,4032,2121
2021-04-12,2021-04-18,15,8050,28957,3462,1672
2021-04-12,2021-04-18,15,8051,23000,2975,1672
2021-04-12,2021-04-18,15,8052,20277,2529,1122
2021-04-12,2021-04-18,15,8053,11001,2522,1398
2021-04-12,2021-04-18,15,8055,20196,2878,1723
2021-04-12,2021-04-18,15,8057,21221,2855,1365
2021-04-12,2021-04-18,15,8064,3784,475,258
2021-04-12,2021-04-18,15,8102,6717,1132,492
2021-04-12,2021-04-18,15,8103,3895,621,277
2021-04-12,2021-04-18,15,8104,2675,522,231
2021-04-12,2021-04-18,15,8105,13633,1918,679
2021-04-12,2021-04-18,15,8106,4807,384,159
2021-04-12,2021-04-18,15,8107,6583,620,332
2021-04-12,2021-04-18,15,8108,4174,411,243
2021-04-12,2021-04-18,15,8112,2957,274,126
2021-04-12,2021-04-18,15,8113,1435,130,64
2021-04-12,2021-04-18,15,8114,1865,186,86
2021-04-12,2021-04-18,15,8115,953,92,50
2021-04-12,2021-04-18,15,8117,4564,711,425
2021-04-12,2021-04-18,15,8118,2083,335,170
2021-04-12,2021-04-18,15,8121,1999,354,199
2021-04-12,2021-04-18,15,8122,2231,333,156
2021-04-12,2021-04-18,15,8123,2771,570,267
2021-04-12,2021-04-18,15,8124,2130,347,129
2021-04-12,2021-04-18,15,8125,5209,1257,811
2021-04-12,2021-04-18,15,8126,5475,1103,659
2021-04-12,2021-04-18,15,8127,4094,839,478
2021-04-12,2021-04-18,15,8132,6883,1107,617
2021-04-12,2021-04-18,15,8133,1915,375,207
2021-04-12,2021-04-18,15,8134,18919,2318,1121
2021-04-12,2021-04-18,15,8135,7781,1196,610
2021-04-12,2021-04-18,15,8136,2593,407,187
2021-04-12,2021-04-18,15,8142,4661,936,438
2021-04-12,2021-04-18,15,8143,3768,540,340
2021-04-12,2021-04-18,15,8152,21091,1937,829
2021-04-12,2021-04-18,15,8153,8204,1129,629
2021-04-12,2021-04-18,15,8154,7205,529,248
2021-04-12,2021-04-18,15,8155,7163,692,363
2021-04-12,2021-04-18,15,8156,2152,248,101
2021-04-12,2021-04-18,15,8157,5942,894,535
2021-04-12,2021-04-18,15,8158,467,78,42
2021-04-12,2021-04-18,15,8162,3608,336,188
2021-04-12,2021-04-18,15,8164,601,71,46
2021-04-12,2021-04-18,15,8165,3909,492,199
2021-04-12,2021-04-18,15,8166,3076,307,113
2021-04-12,2021-04-18,15,8172,4997,444,241
2021-04-12,2021-04-18,15,8173,3153,363,179
2021-04-12,2021-04-18,15,8174,1535,199,107
2021-04-12,2021-04-18,15,8175,755,96,39
2021-04-12,2021-04-18,15,8180,21389,2656,1285
2021-04-12,2021-04-18,15,8181,2875,231,89
2021-04-12,2021-04-18,15,8182,1979,255,115
2021-04-12,2021-04-18,15,8184,4154,484,255
2021-04-12,2021-04-18,15,8185,4536,585,314
2021-04-12,2021-04-18,15,8187,1932,164,72
2021-04-12,2021-04-18,15,8192,5207,586,263
2021-04-12,2021-04-18,15,8193,5359,645,328
2021-04-12,2021-04-18,15,8194,1051,138,61
2021-04-12,2021-04-18,15,8195,560,70,30
2021-04-12,2021-04-18,15,8196,1468,152,54
2021-04-12,2021-04-18,15,8197,4659,549,212
2021-04-12,2021-04-18,15,8245,2530,355,212
2021-04-12,2021-04-18,15,8246,1088,89,34
2021-04-12,2021-04-18,15,8247,1470,107,49
2021-04-12,2021-04-18,15,8248,1575,204,97
2021-04-12,2021-04-18,15,8302,20144,2210,940
2021-04-12,2021-04-18,15,8303,11826,1644,808
2021-04-12,2021-04-18,15,8304,16830,2240,935
2021-04-12,2021-04-18,15,8305,7849,1391,832
2021-04-12,2021-04-18,15,8306,5311,526,242
2021-04-12,2021-04-18,15,8307,12268,1623,799
2021-04-12,2021-04-18,15,8308,4589,536,228
2021-04-12,2021-04-18,15,8309,5611,827,443
2021-04-12,2021-04-18,15,8310,1509,159,73
2021-04-12,2021-04-18,15,8311,2061,319,165
2021-04-12,2021-04-18,15,8312,954,140,59
2021-04-12,2021-04-18,15,8314,349,46,16
2021-04-12,2021-04-18,15,8315,817,124,52
2021-04-12,2021-04-18,15,8317,2337,282,100
2021-04-12,2021-04-18,15,8320,6443,696,389
2021-04-12,2021-04-18,15,8322,994,141,72
2021-04-12,2021-04-18,15,8330,11524,1938,982
2021-04-12,2021-04-18,15,8331,610,95,44
2021-04-12,2021-04-18,15,8332,3384,870,540
2021-04-12,2021-04-18,15,8335,3640,416,182
2021-04-12,2021-04-18,15,8340,10306,1290,567
2021-04-12,2021-04-18,15,8342,933,136,62
2021-04-12,2021-04-18,15,8344,3778,460,202
2021-04-12,2021-04-18,15,8345,1131,153,64
2021-04-12,2021-04-18,15,8352,3713,462,298
2021-04-12,2021-04-18,15,8353,4374,572,273
2021-04-12,2021-04-18,15,8354,500,24,10
2021-04-12,2021-04-18,15,8400,39632,6325,3497
2021-04-12,2021-04-18,15,8403,321,123,119
2021-04-12,2021-04-18,15,8404,20278,2538,1264
2021-04-12,2021-04-18,15,8405,18152,3297,1501
2021-04-12,2021-04-18,15,8406,13621,1454,703
2021-04-12,2021-04-18,15,8408,16314,2179,1257
2021-04-12,2021-04-18,15,8409,3194,403,191
2021-04-12,2021-04-18,15,8412,983,113,58
2021-04-12,2021-04-18,15,8413,4712,644,309
2021-04-12,2021-04-18,15,8414,977,99,45
2021-04-12,2021-04-18,15,8415,577,77,40
2021-04-12,2021-04-18,15,8416,1423,177,105
2021-04-12,2021-04-18,15,8418,772,67,36
2021-04-12,2021-04-18,15,8421,777,102,34
2021-04-12,2021-04-18,15,8422,3877,549,274
2021-04-12,2021-04-18,15,8424,9396,1328,682
2021-04-12,2021-04-18,15,8425,1091,162,71
2021-04-12,2021-04-18,15,8426,2414,225,93
2021-04-12,2021-04-18,15,8427,4787,492,264
2021-04-12,2021-04-18,15,8428,456,54,39
2021-04-12,2021-04-18,15,8442,3141,409,199
2021-04-12,2021-04-18,15,8444,2231,291,152
2021-04-12,2021-04-18,15,8447,1931,242,141
2021-04-12,2021-04-18,15,8450,2227,300,158
2021-04-12,2021-04-18,15,8451,1417,165,114
2021-04-12,2021-04-18,15,8452,699,71,25
2021-04-12,2021-04-18,15,8453,282,32,16
2021-04-12,2021-04-18,15,8457,485,84,49
2021-04-12,2021-04-18,15,8458,657,74,32
2021-04-12,2021-04-18,15,8459,376,18,11
2021-04-12,2021-04-18,15,8460,1831,247,162
2021-04-12,2021-04-18,15,8461,376,59,36
2021-04-12,2021-04-18,15,8462,1309,282,200
2021-04-12,2021-04-18,15,8463,850,97,50
2021-04-12,2021-04-18,15,8464,86,8,3
2021-04-12,2021-04-18,15,8465,389,46,30
2021-04-12,2021-04-18,15,8466,674,99,42
2021-04-12,2021-04-18,15,8467,458,48,27
2021-04-12,2021-04-18,15,8468,649,89,49
2021-04-12,2021-04-18,15,8471,1034,132,76
